Time, DR, DN, RN, Euclidian
5380.000, 1.576, 0.87, 1.343, 2.245
5390.000, 1.622, 0.891, 1.296, 2.259
5400.000, 1.582, 0.932, 1.363, 2.286
5410.000, 1.519, 0.895, 1.267, 2.171
5420.000, 1.554, 0.861, 1.353, 2.233
5430.000, 1.544, 0.888, 1.327, 2.221
5440.000, 1.537, 0.854, 1.328, 2.203
5450.000, 1.541, 0.851, 1.32, 2.200
5460.000, 1.569, 0.884, 1.354, 2.253
5470.000, 1.614, 0.912, 1.317, 2.274
5480.000, 1.6, 0.877, 1.332, 2.259
5490.000, 1.587, 0.878, 1.276, 2.217
5500.000, 1.641, 0.9, 1.358, 2.312
5510.000, 1.582, 0.9, 1.313, 2.244
5520.000, 1.569, 0.894, 1.281, 2.214
5530.000, 1.539, 0.896, 1.28, 2.193
5540.000, 1.603, 0.947, 1.315, 2.279
5550.000, 1.56, 0.88, 1.348, 2.241
5560.000, 1.622, 0.891, 1.33, 2.278
5570.000, 1.602, 0.904, 1.352, 2.282
5580.000, 1.589, 0.879, 1.327, 2.249
